@relation ceshi

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute label {0,1}

@data
0,-0.1076,0.09091,0,0,0,0,-0.1076,0.408879,-0.1076,0,0.408879,-0.1076,0.408879,0,0,-0.1076,-0.1076,0.272728,-0.1076,1,-0.1076,-0.1076,0.636364,-0.1076,-0.1076,0.06456,-0.1076,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.3,0,0,0,0,0,0,1
0,-0.104216,0.181819,0,0,0,0,-0.104216,0.229276,-0.104216,0,0.229276,-0.104216,0.396022,0,0,-0.104216,0.06253,0.272728,-0.104216,1,-0.104216,-0.104216,0.454546,0.06253,-0.104216,0.06253,-0.104216,0,0,0,0,0,0,0,0,0.1,0,0,1,0,0,0,0.2,0,0,0,0.1,0,0,1
0,0.033828,0.454546,1,0,0,0,-0.056379,-0.056379,0.033828,0,-0.056379,0.033828,-0.056379,0,0.1,0.033828,0.124034,0.09091,-0.056379,0,-0.056379,-0.056379,0.09091,0.124034,-0.056379,0.033828,0.033828,0.111112,0,0.1,0,0.1,0,0,0,0.1,0,0,0,1,0,0,0,0.111112,0,0,0.2,0,0,1
0,0.103323,0.454546,1,0,0,1,-0.046965,-0.046965,0.103323,0,-0.046965,0.028179,-0.046965,0,0.2,0.028179,-0.046965,0.181819,-0.046965,0,-0.046965,-0.046965,0.09091,0.028179,0.103323,0.028179,-0.046965,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.111112,0,0,0.1,0,1,1
0,0.15862,0.636364,1,0,0,1,-0.0721,-0.0721,0.15862,0,-0.0721,-0.0721,-0.0721,0.1,0.2,-0.0721,0.04326,0.181819,0.04326,0,-0.0721,-0.0721,0.09091,0.04326,0.15862,0.04326,-0.0721,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.111112,0,0.1,0.111112,0,1
0,-0.099243,0.272728,0,0,0,0,-0.099243,-0.099243,-0.099243,0,-0.099243,-0.099243,-0.099243,0.1,0,0.059546,0.059546,0.181819,0.059546,0,0.218334,-0.099243,0.09091,0.218334,-0.099243,0.059546,0.218334,0,0.111112,0,0,0.2,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0,0.2,0.111112,0,1
0,-0.077182,0.272728,0,0,0,0,-0.077182,-0.077182,-0.077182,0,-0.077182,0.046309,-0.077182,0,0,0.046309,0.046309,0.181819,-0.077182,0,0.1698,-0.077182,0.09091,0.1698,-0.077182,0.046309,0.1698,0,0.111112,0,0,0.2,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.2,0,1,1
0,0.150776,0.545455,1,0,0,0,-0.068535,-0.068535,0.041121,0,-0.068535,0.041121,-0.068535,0.1,0.1,-0.068535,0.041121,0.09091,0.041121,0,-0.068535,-0.068535,0.181819,0.041121,0.041121,0.150776,-0.068535,0,0,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0.111112,0,0,0.1,0.111112,0,1
0,-0.14854,0.181819,0,0,0,1,-0.14854,0.089124,-0.14854,0,0.089124,0.089124,-0.14854,0.2,0,0.326787,0.089124,0.09091,0.326787,1,-0.14854,-0.14854,0.363637,-0.14854,-0.14854,0.089124,0.089124,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.111112,0,0.1,0,0.111112,0,0,0,0,1
0,-0.096183,0.09091,0,0,0,0,-0.096183,0.211602,-0.096183,0,0.365494,0.05771,-0.096183,0.1,0,-0.096183,-0.096183,0.181819,0.05771,1,-0.096183,-0.096183,0.545455,-0.096183,-0.096183,0.05771,0.211602,0,0,0,0,0.2,0,0,1,0.1,0,0,0,1,0.111112,0,0.3,0,0,0.111112,0,0,0,1
0,-0.109772,0,0,0,0,0,-0.109772,0.241498,-0.109772,0,0.065863,0.241498,-0.109772,0,0,0.065863,-0.109772,0.272728,-0.109772,1,0.065863,0.065863,0.363637,-0.109772,-0.109772,-0.109772,0.241498,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.134028,0,0,0,0,0,0.080417,0.294861,-0.134028,0,-0.134028,0.080417,0.294861,0,0,0.080417,-0.134028,0.454546,-0.134028,0,0.080417,0.080417,0.272728,-0.134028,-0.134028,-0.134028,0.080417,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.078746,0.181819,0,0,0,0,0.078746,0.288737,-0.131244,0,-0.131244,0.078746,0.288737,0,0,-0.131244,-0.131244,0.363637,-0.131244,1,0.078746,0.078746,0.272728,-0.131244,0.078746,-0.131244,-0.131244,0,0,0.1,0,0,0,0,0,0,0.111112,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1,0.429322,0.363637,0,0,0,0,0.067788,0.248555,-0.11298,0,-0.11298,-0.11298,0.248555,0,0,-0.11298,-0.11298,0.363637,-0.11298,1,0.067788,-0.11298,0.181819,-0.11298,0.067788,-0.11298,-0.11298,0,0,0.3,0,0,0,0,0,0,0.111112,0,1,0,0,0,0,0,0,0,0,0,1,1
0.1,0.378956,0.363637,0,0,0,0,0.059835,0.219396,-0.099725,0,-0.099725,-0.099725,0.219396,0,0,-0.099725,-0.099725,0.363637,-0.099725,0,-0.099725,-0.099725,0.181819,0.059835,0.059835,-0.099725,-0.099725,0,0,0.3,0,0,0,0,1,0,0.111112,1,0,0,0,0,0,0,0,0,0.1,0,1,1
0,0.043847,0.272728,1,0,0,0,-0.073078,-0.073078,0.043847,0,0.043847,0.043847,-0.073078,0,0.1,0.160772,0.043847,0.09091,-0.073078,0,-0.073078,-0.073078,0.181819,0.043847,-0.073078,0.043847,0.043847,0,0,0.1,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0,-0.071156,0.363637,1,0,0,0,-0.071156,-0.071156,0.042694,0,-0.071156,0.042694,-0.071156,0.1,0.1,-0.071156,0.270393,0.09091,0.042694,0,-0.071156,0.042694,0.181819,0.042694,-0.071156,0.042694,0.042694,0.111112,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.111112,0,0.1,0,1,1
0,-0.11499,0.272728,0,0,0,0,-0.11499,0.068994,-0.11499,0,-0.11499,0.068994,-0.11499,0.1,0,-0.11499,0.068994,0.181819,0.068994,0,0.068994,0.068994,0.181819,0.252977,0.068994,-0.11499,0.068994,0,0,0,0,0.1,0,0,1,0,0,0,0,1,0,0,0,0,0.111112,0,0.2,0,0,1
0,-0.173793,0.272728,0,0,0,0,-0.173793,0.104276,-0.173793,0,-0.173793,0.104276,-0.173793,0.1,0,-0.173793,0.104276,0.181819,0.104276,1,0.104276,0.104276,0.272728,0.104276,0.104276,0.104276,0.104276,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.111112,0,0.1,0.111112,0,1
0,-0.082824,0.363637,0,0,0,0,-0.082824,-0.082824,0.049695,0,-0.082824,0.049695,-0.082824,0.1,0.1,0.049695,-0.082824,0.181819,0.049695,0,0.049695,-0.082824,0.181819,0.049695,0.049695,0.182214,0.049695,0,0,0,0,0.1,0.111112,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0.1,0.111112,0,1
0,-0.057902,0.272728,1,0,0,0,-0.057902,-0.057902,0.034741,0,-0.057902,0.127384,-0.057902,0,0.1,0.034741,-0.057902,0.181819,-0.057902,0,0.034741,-0.057902,0.181819,0.127384,0.034741,0.034741,0.034741,0,0,0,0,0.1,0.111112,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1
0,-0.072045,0.09091,0,0,0,0,-0.072045,0.1585,-0.072045,0,0.273772,0.1585,-0.072045,0,0,-0.072045,-0.072045,0.181819,-0.072045,1,-0.072045,-0.072045,0.454546,0.043227,0.043227,-0.072045,0.043227,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0,0,1
0,-0.05851,0.09091,0,0,0,0,-0.05851,0.128722,-0.05851,0,0.222339,0.128722,-0.05851,0,0,-0.05851,-0.05851,0.181819,-0.05851,1,-0.05851,-0.05851,0.545455,0.035106,0.035106,-0.05851,0.035106,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,0,0,1
0.1,-0.097311,0,0,0,0,0,0.058386,0.214083,-0.097311,0,0.214083,0.058386,0.058386,0,0,0.058386,-0.097311,0.272728,-0.097311,1,-0.097311,0.058386,0.454546,-0.097311,-0.097311,-0.097311,0.058386,0,0,0,0.111112,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0.1,-0.127968,0,0,0,0,0,0.076781,0.281529,-0.127968,0,0.076781,0.076781,0.076781,0,0,0.076781,-0.127968,0.363637,-0.127968,0,0.076781,0.076781,0.363637,-0.127968,-0.127968,-0.127968,0.076781,0,0.111112,0,0.111112,0.1,0,0,1,0,0,1,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.129545,0.09091,0,0,0,0,0.077727,0.284999,-0.129545,0,0.077727,-0.129545,0.077727,0,0,-0.129545,0.077727,0.363637,-0.129545,1,0.077727,-0.129545,0.272728,0.077727,-0.129545,-0.129545,0.284999,0,0.111112,0,0.111112,0.2,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0.1,-0.145402,0.09091,0,0,0,0,0.087241,0.087241,-0.145402,0,0.087241,-0.145402,0.087241,0,0,-0.145402,0.087241,0.454546,-0.145402,0,0.319885,-0.145402,0.181819,0.087241,-0.145402,-0.145402,0.319885,0,0.111112,0,0,0.2,0,0.111112,0,0,0,0,1,0,0,0,0.1,0,0,0,0.1,0,1,1
0.1,-0.075675,0.181819,0,0,0,1,0.045405,-0.075675,-0.075675,0.111112,-0.075675,-0.075675,-0.075675,0,0,0.166485,0.166485,0.272728,-0.075675,0,0.166485,-0.075675,0,0.045405,-0.075675,-0.075675,0.166485,0,0,0,0,0.2,0,0.111112,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.1,0.04265,0.272728,0,0,0,0,0.04265,-0.071083,-0.071083,0.111112,-0.071083,-0.071083,-0.071083,0,0,0.156384,0.156384,0.272728,-0.071083,0,0.04265,-0.071083,0,0.04265,-0.071083,-0.071083,0.156384,0,0,0.1,0,0.2,0,0.111112,0,0,0,1,0,1,0,0,0,0,0,0,0.1,0,0,1
0,-0.157095,0.181819,0,0,0,1,-0.157095,0.094257,-0.157095,0,-0.157095,0.094257,-0.157095,0.1,0,-0.157095,0.094257,0.272728,0.094257,0,0.345609,0.094257,0.181819,0.094257,0.094257,-0.157095,0.094257,0,0.111112,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0.1,-0.218575,0.181819,0,0,0,0,0.131145,0.131145,-0.218575,0,-0.218575,-0.218575,0.131145,0.1,0,-0.218575,0.131145,0.363637,0.131145,0,0.480865,-0.218575,0.181819,0.131145,0.131145,-0.218575,0.131145,0,0.111112,0,0.111112,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,1
0.1,-0.217073,0.09091,0,0,0,1,0.130244,0.47756,-0.217073,0,-0.217073,-0.217073,0.47756,0.1,0,-0.217073,-0.217073,0.454546,0.130244,1,0.130244,0.130244,0.272728,-0.217073,0.130244,-0.217073,0.130244,0,0.111112,0,0.111112,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1,-0.197671,0.09091,0,0,0,0,0.118602,0.434876,-0.197671,0,-0.197671,-0.197671,0.434876,0.1,0,-0.197671,-0.197671,0.454546,0.118602,0,0.434876,0.118602,0.272728,-0.197671,0.118602,-0.197671,-0.197671,0,0,0,0.111112,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0.1,-0.177849,0.09091,0,0,0,0,0.106709,0.391267,-0.177849,0,-0.177849,-0.177849,0.391267,0.1,0,0.106709,-0.177849,0.363637,0.106709,1,0.106709,0.106709,0.272728,-0.177849,-0.177849,-0.177849,0.106709,0,0,0,0.111112,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,-0.109697,0.09091,0,0,0,0,-0.109697,0.065818,0.065818,0,-0.109697,0.065818,0.241332,0,0.1,0.065818,-0.109697,0.363637,-0.109697,0,0.065818,0.065818,0.272728,-0.109697,-0.109697,0.065818,0.065818,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.065092,0.09091,1,0,0,0,-0.065092,-0.065092,0.039055,0,0.039055,0.143201,-0.065092,0,0.1,0.143201,-0.065092,0.181819,-0.065092,0,-0.065092,0.039055,0.272728,-0.065092,-0.065092,0.039055,0.143201,0,0,0,0,0.2,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.079337,0.09091,0,0,0,0,0.047602,0.047602,0.047602,0.111112,0.047602,0.047602,-0.079337,0,0.1,0.047602,0.047602,0.272728,-0.079337,1,-0.079337,0.047602,0.272728,-0.079337,-0.079337,-0.079337,0.174542,0.111112,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0.1,-0.06217,0.09091,0,0,0,0,0.037302,0.037302,0.037302,0.111112,-0.06217,0.037302,-0.06217,0,0.1,0.136773,0.037302,0.272728,-0.06217,0,-0.06217,0.037302,0.181819,-0.06217,-0.06217,-0.06217,0.136773,0.111112,0,0,0,0.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.1,-0.112027,0.181819,1,0,0,0,0.067216,0.067216,0.067216,0.111112,-0.112027,-0.112027,0.067216,0,0.1,0.067216,0.067216,0.363637,-0.112027,0,0.067216,-0.112027,0.181819,-0.112027,-0.112027,0.067216,0.246459,0.111112,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.131619,0.181819,0,0,0,0,-0.131619,0.078971,0.078971,0,-0.131619,-0.131619,0.078971,0.1,0.1,0.078971,0.078971,0.272728,0.078971,0,0.078971,-0.131619,0.181819,-0.131619,-0.131619,0.078971,0.289562,0.111112,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.111112,0,0,0,0,0,0,0,1,1
0,-0.164609,0.09091,0,0,0,1,-0.164609,0.098766,-0.164609,0,-0.164609,0.362141,0.098766,0.1,0,0.098766,-0.164609,0.181819,0.098766,1,0.098766,0.098766,0.363637,-0.164609,-0.164609,0.098766,0.098766,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0.111112,0,0,0,0,0,0,0,0,1
0,0.054816,0.181819,0,0,0,0,-0.09136,0.054816,-0.09136,0,0.200993,0.200993,-0.09136,0.1,0,-0.09136,0.054816,0.09091,0.054816,1,-0.09136,0.054816,0.454546,-0.09136,-0.09136,-0.09136,0.054816,0,0,0.1,0,0.1,0,0,1,0,0,0,0,0,0,0.111112,0.2,0,0,0.111112,0,0,1,1
0,0.06731,0.272728,0,0,0,0,-0.112184,0.06731,-0.112184,0,0.246804,0.06731,0.06731,0.1,0,-0.112184,0.06731,0.09091,0.06731,1,-0.112184,-0.112184,0.454546,0.06731,-0.112184,0.06731,-0.112184,0,0,0.1,0,0,0,0,1,0.1,0,0,0,1,0,0.111112,0.2,0,0,0.111112,0.1,0,1,1
0,0.076884,0.272728,0,0,0,1,-0.12814,0.281909,-0.12814,0,0.076884,0.076884,0.076884,0.2,0,-0.12814,-0.12814,0.181819,0.281909,1,-0.12814,0.076884,0.454546,-0.12814,-0.12814,0.076884,-0.12814,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.111112,0.111112,0.1,0,0,0,0,0.111112,0,1
0,-0.092591,0.09091,0,0,0,0,-0.092591,0.055555,0.055555,0,0.055555,0.055555,0.203701,0,0.1,0.055555,-0.092591,0.272728,-0.092591,1,-0.092591,0.055555,0.363637,-0.092591,-0.092591,0.055555,0.055555,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,1,1
0,-0.090972,0.181819,1,0,0,0,-0.090972,0.054583,0.054583,0,-0.090972,0.054583,0.054583,0,0.1,0.200137,-0.090972,0.272728,-0.090972,0,0.054583,-0.090972,0.181819,-0.090972,0.054583,0.054583,0.054583,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.047505,0.272728,0,0,0,0,-0.047505,-0.047505,0.18052,0,-0.047505,-0.047505,0.028503,0,0.3,0.104512,-0.047505,0.363637,-0.047505,0,0.028503,-0.047505,0.09091,-0.047505,0.028503,0.028503,0.028503,0,0,0,0,0.1,0.111112,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.058702,0.181819,1,0,0,0,-0.058702,-0.058702,0.129145,0,-0.058702,0.035221,0.035221,0,0.2,0.129145,-0.058702,0.272728,-0.058702,0,0.035221,-0.058702,0.181819,-0.058702,0.035221,0.035221,0.035221,0,0,0,0,0.1,0.111112,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,-0.057544,0.181819,1,0,0,0,-0.057544,-0.057544,0.126598,0,0.126598,0.034527,0.034527,0,0.2,-0.057544,-0.057544,0.272728,-0.057544,0,-0.057544,0.034527,0.363637,-0.057544,0.034527,0.034527,0.034527,0,0,0,0,0.1,0.111112,0,1,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.101409,0,0,0,0,0,-0.101409,0.385353,-0.101409,0,0.223099,0.223099,0.060845,0,0,-0.101409,-0.101409,0.272728,-0.101409,1,-0.101409,0.060845,0.545455,-0.101409,-0.101409,-0.101409,0.060845,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.09169,0,0,0,0,0,-0.09169,0.348422,-0.09169,0,0.201718,0.201718,0.201718,0,0,-0.09169,-0.09169,0.272728,-0.09169,1,-0.09169,-0.09169,0.545455,-0.09169,-0.09169,-0.09169,0.055014,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1
0,-0.114721,0.09091,0,0,0,0,-0.114721,0.252385,-0.114721,0,0.435938,0.068832,0.252385,0,0,-0.114721,-0.114721,0.272728,-0.114721,1,-0.114721,-0.114721,0.545455,-0.114721,-0.114721,0.068832,0.068832,0,0,0,0,0.1,0,0,0,0.1,0,0,1,0,0,0,0.3,0,0,0,0,0,0,1
0.1,-0.036849,0.181819,1,0.111112,0,0,0.022109,-0.036849,0.022109,0.111112,0.198983,0.022109,-0.036849,0,0.1,-0.036849,-0.036849,0.181819,-0.036849,0,-0.036849,-0.036849,0.545455,-0.036849,-0.036849,0.081067,0.022109,0,0,0,0,0.1,0,0,1,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1
0.1,-0.041297,0.181819,0,0.111112,0,1,0.024778,-0.041297,0.090852,0.111112,0.156927,0.024778,-0.041297,0,0.2,-0.041297,-0.041297,0.272728,-0.041297,0,-0.041297,-0.041297,0.454546,-0.041297,-0.041297,0.090852,0.024778,0,0,0,0,0.1,0,0,0,0.2,0,1,0,0,0,0,0.3,0,0,0,0,0,0,1
0,-0.094268,0.181819,1,0,0,0,-0.094268,-0.094268,0.056561,0,0.056561,0.056561,0.056561,0,0.1,-0.094268,-0.094268,0.272728,-0.094268,0,0.056561,0.056561,0.272728,0.056561,0.056561,0.056561,0.056561,0,0,0,0,0.1,0,0,1,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,1
0,0.061224,0.363637,0,0,0,1,-0.10204,-0.10204,0.061224,0,-0.10204,-0.10204,0.061224,0,0.1,0.061224,0.061224,0.181819,-0.10204,0,0.061224,0.061224,0.181819,0.061224,0.061224,0.061224,-0.10204,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1
0,-0.080289,0.181819,1,0,0,0,-0.080289,-0.080289,0.048174,0,0.176637,0.048174,0.048174,0.1,0.1,0.176637,-0.080289,0.09091,0.048174,0,-0.080289,0.048174,0.454546,-0.080289,-0.080289,0.048174,-0.080289,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0.2,0,0,0.111112,0,0,0,1
0.1,-0.080296,0.181819,0,0,0,0,0.048178,0.048178,-0.080296,0.111112,0.176652,-0.080296,-0.080296,0.1,0,0.048178,0.176652,0.181819,0.048178,1,-0.080296,-0.080296,0.272728,0.048178,-0.080296,-0.080296,0.048178,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.2,0,0.111112,0.111112,0.1,0,0,1
0.1,-0.078556,0.272728,0,0,0,0,0.047134,0.047134,-0.078556,0.111112,0.172824,-0.078556,-0.078556,0.1,0,0.047134,0.172824,0.181819,0.047134,0,-0.078556,-0.078556,0.272728,0.047134,-0.078556,-0.078556,0.047134,0,0,0,0,0.1,0,0,1,0,0,1,0,0,0,0,0.2,0,0,0.111112,0.1,0,1,1
0,-0.093032,0,0,0,0,0,-0.093032,0.353523,-0.093032,0,0.055819,0.353523,0.055819,0,0,-0.093032,-0.093032,0.272728,-0.093032,1,-0.093032,0.055819,0.454546,-0.093032,-0.093032,-0.093032,0.055819,0,0,0,0,0.1,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
0,-0.136525,0.09091,0,0,0,0,-0.136525,0.518794,-0.136525,0,0.081915,0.081915,0.300354,0,0,-0.136525,0.081915,0.272728,-0.136525,1,-0.136525,0.081915,0.454546,-0.136525,-0.136525,-0.136525,0.081915,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1
