@relation writemodel

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute 17 numeric
@attribute 18 numeric
@attribute 19 numeric
@attribute 20 numeric
@attribute 21 numeric
@attribute 22 numeric
@attribute 23 numeric
@attribute 24 numeric
@attribute 25 numeric
@attribute 26 numeric
@attribute 27 numeric
@attribute 28 numeric
@attribute 29 numeric
@attribute 30 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 40 numeric
@attribute 41 numeric
@attribute 42 numeric
@attribute 43 numeric
@attribute 44 numeric
@attribute 45 numeric
@attribute 46 numeric
@attribute 47 numeric
@attribute 48 numeric
@attribute 49 numeric
@attribute 50 numeric
@attribute 51 numeric
@attribute 52 numeric
@attribute 53 numeric
@attribute 54 numeric
@attribute 55 numeric
@attribute 56 numeric
@attribute 57 numeric
@attribute 58 numeric
@attribute 59 numeric
@attribute 60 numeric
@attribute 61 numeric
@attribute 62 numeric
@attribute 63 numeric
@attribute 64 numeric
@attribute 65 numeric
@attribute 66 numeric
@attribute 67 numeric
@attribute 68 numeric
@attribute 69 numeric
@attribute 70 numeric
@attribute 71 numeric
@attribute 72 numeric
@attribute 73 numeric
@attribute 74 numeric
@attribute 75 numeric
@attribute 76 numeric
@attribute 77 numeric
@attribute 78 numeric
@attribute 79 numeric
@attribute 80 numeric
@attribute 81 numeric
@attribute 82 numeric
@attribute 83 numeric
@attribute 84 numeric
@attribute 85 numeric
@attribute 86 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 90 numeric
@attribute 91 numeric
@attribute 92 numeric
@attribute 93 numeric
@attribute 94 numeric
@attribute 95 numeric
@attribute 96 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute 99 numeric
@attribute 100 numeric
@attribute 101 numeric
@attribute 102 numeric
@attribute 103 numeric
@attribute 104 numeric
@attribute 105 numeric
@attribute 106 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 110 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116 numeric
@attribute 117 numeric
@attribute 118 numeric
@attribute 119 numeric
@attribute 120 numeric
@attribute 121 numeric
@attribute 122 numeric
@attribute 123 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 129 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 132 numeric
@attribute 133 numeric
@attribute 134 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 137 numeric
@attribute 138 numeric
@attribute 139 numeric
@attribute 140 numeric
@attribute 141 numeric
@attribute 142 numeric
@attribute 143 numeric
@attribute 144 numeric
@attribute 145 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 149 numeric
@attribute 150 numeric
@attribute label {1,0}

@data
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.454546,0.181819,0.363637,0,0.3,0.2,0.1,0.4,0.3,0.3,0.1,0.5,0,0.3,0,0.1,0.4,0.4,0.2,0.4,0,0,0,0.333334,0,0.111112,0,0.111112,0,0.111112,0,0,0.111112,0,0,0.222223,0.111112,0.111112,0.111112,0,0,0,0,0.333334,0,0.111112,0,0,0,0.333334,0.111112,0.111112,0,0,0,0,0.111112,0,0.111112,0.111112,0,0,0,0,0,0,0,0.111112,0.222223,0.111112,0,0.111112,0.222223,0.222223,0,0,0,0.111112,0,0.111112,0.222223,0.111112,0.111112,0,0.031966,0.031966,0.095899,-0.159831,-0.031966,0.031966,0.095899,0.031966,0.095899,0.159831,0.095899,-0.095899,-0.095899,-0.095899,-0.031966,-0.159831,0.170993,0.206684,0.110167,0.174426,0.187177,0.150553,1
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.545455,0.09091,0.09091,0.272728,0.5,0.4,0.1,0.2,0.2,0.4,0.3,0.3,0.1,0.3,0.2,0.2,0.4,0.1,0.2,0.1,0.333334,0.111112,0,0.111112,0.111112,0.222223,0.111112,0,0,0.111112,0,0,0,0,0.111112,0.111112,0,0.111112,0,0,0.111112,0.111112,0.111112,0.111112,0.111112,0,0.222223,0,0.333334,0,0,0,0.111112,0,0,0,0,0.111112,0.111112,0.111112,0,0.111112,0,0.111112,0.111112,0.111112,0,0,0.111112,0.222223,0,0.111112,0,0,0,0.111112,0,0.111112,0,0.111112,0,0,0.111112,0,0.152754,-0.030551,0.091653,-0.091653,0.091653,0.091653,-0.091653,0.030551,-0.030551,0.030551,-0.091653,-0.030551,-0.091653,0.030551,-0.030551,-0.030551,0.143665,0.161715,0.148737,0.17427,0.198761,0.172853,1
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.454546,0.09091,0.09091,0.363637,0.3,0.6,0.1,0.3,0.1,0.3,0.4,0.4,0.6,0.2,0,0,0.3,0.2,0.2,0,0,0.222223,0,0.111112,0,0.111112,0.222223,0.222223,0.111112,0,0,0,0.222223,0,0.111112,0,0,0.111112,0,0,0,0,0.111112,0.222223,0.333334,0.111112,0,0,0.111112,0.222223,0.111112,0,0.333334,0.111112,0.111112,0.111112,0,0.111112,0.111112,0,0,0,0,0,0,0,0,0,0,0.222223,0,0.111112,0.111112,0.111112,0,0,0.111112,0.111112,0,0,0,0,0,0,0.02751,-0.082529,0.02751,0.192569,0.192569,0.02751,-0.02751,-0.02751,0.02751,0.082529,-0.137549,-0.137549,-0.082529,0.082529,-0.02751,-0.137549,0.193152,0.200351,0.148243,0.185899,0.131069,0.141286,1
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.454546,0.09091,0.272728,0.181819,0.3,0.1,0.2,0.6,0.2,0.2,0,0.4,0.2,0.2,0,0.1,0.5,0.2,0.4,0.4,0.111112,0,0,0.222223,0,0,0,0.111112,0.111112,0.111112,0,0,0.222223,0.111112,0.111112,0.222223,0,0,0.111112,0.111112,0.111112,0,0,0.111112,0,0,0,0,0,0.111112,0.111112,0.222223,0.222223,0,0,0,0,0.111112,0,0.111112,0,0,0,0,0.111112,0,0,0,0,0.111112,0.111112,0.333334,0.111112,0.111112,0,0,0.111112,0.111112,0,0.111112,0.222223,0,0.222223,0,0.024523,-0.024523,0.122615,-0.024523,-0.073569,-0.024523,-0.024523,-0.024523,0.17166,0.073569,0.073569,-0.073569,-0.024523,-0.122615,0.073569,-0.122615,0.163071,0.184983,0.195217,0.147291,0.181553,0.127885,1
1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.181819,0.181819,0.272728,0.363637,0.1,0,0.5,0.2,0.2,0,0.1,0.5,0.4,0.7,0.4,0.1,0.1,0.1,0.6,0,0,0,0.111112,0,0,0,0,0,0.111112,0.111112,0.333334,0,0,0,0.222223,0,0,0,0.222223,0,0,0,0,0,0,0,0.111112,0,0,0.111112,0.444445,0,0.111112,0,0.222223,0.111112,0.111112,0,0.111112,0.555556,0.111112,0.222223,0,0.111112,0.111112,0,0,0,0,0,0,0,0.111112,0,0,0,0.222223,0.444445,0,0,0,0,0,0,-0.070398,-0.023466,-0.070398,0.070398,-0.117329,-0.117329,-0.070398,0.211193,-0.023466,0.117329,-0.117329,-0.070398,0.117329,-0.070398,0.164261,0.070398,0.210317,0.200946,0.077305,0.227586,0.203929,0.079916,1
0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.181819,0.181819,0.272728,0.363637,0.4,0.4,0.1,0.4,0.2,0.2,0.4,0.1,0.3,0.2,0.1,0.3,0.4,0.2,0.2,0.1,0.111112,0.111112,0,0.222223,0,0.111112,0.222223,0.111112,0,0,0,0.111112,0.111112,0.222223,0.111112,0,0.111112,0.111112,0,0,0,0,0.111112,0,0.222223,0.111112,0.111112,0,0,0,0,0.111112,0.111112,0.111112,0.111112,0,0.111112,0.111112,0,0,0.111112,0,0,0,0.333334,0,0,0,0.111112,0.111112,0,0.222223,0.111112,0,0.111112,0,0,0.111112,0,0.111112,0,0,0.111112,0,0.115899,-0.038633,0.115899,0.038633,0.115899,-0.038633,-0.038633,-0.038633,0.115899,-0.115899,-0.115899,0.038633,-0.115899,0.115899,-0.038633,-0.115899,0.170404,0.160951,0.177399,0.15463,0.157659,0.178957,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.545455,0.181819,0.09091,0.181819,0.5,0.2,0.4,0.1,0.1,0.2,0.3,0,0.3,0.1,0.4,0.5,0.3,0.1,0.2,0.3,0.111112,0.111112,0.222223,0,0.111112,0.111112,0,0,0.111112,0,0.111112,0.222223,0,0,0.111112,0,0,0,0,0.111112,0,0,0.222223,0,0.222223,0,0.111112,0,0,0,0,0,0.222223,0.111112,0,0,0,0.111112,0,0,0,0.111112,0.111112,0.222223,0.222223,0.111112,0,0.222223,0.111112,0,0.222223,0,0,0,0.111112,0,0,0,0.111112,0.111112,0.111112,0,0.111112,0.111112,0.178381,-0.107029,0.035676,0.035676,-0.035676,-0.035676,-0.107029,-0.107029,-0.107029,-0.178381,0.035676,0.178381,0.107029,0.035676,-0.035676,0.107029,0.153509,0.182395,0.182932,0.162852,0.128863,0.189449,1
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.272728,0.181819,0.181819,0.363637,0.6,0.1,0.4,0.3,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.2,0.5,0.2,0.1,0.4,0.111112,0.111112,0.222223,0.222223,0.111112,0,0,0,0.111112,0.222223,0,0.111112,0.111112,0.222223,0,0,0,0,0.111112,0,0,0,0.111112,0,0,0,0.111112,0,0.111112,0,0,0.222223,0.222223,0,0,0.111112,0,0.111112,0,0.111112,0.111112,0,0,0,0,0,0,0.222223,0.333334,0,0.111112,0,0,0,0,0.222223,0,0,0,0.111112,0.333334,0,0.111112,0,0.195377,-0.083733,0.139555,0.027911,-0.083733,-0.083733,-0.027911,-0.027911,0.027911,0.027911,0.083733,-0.027911,0.083733,-0.083733,-0.083733,-0.083733,0.139458,0.188205,0.149932,0.170585,0.181331,0.170489,1
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.272728,0.181819,0.181819,0.363637,0.3,0.2,0.4,0.2,0,0.1,0.3,0.1,0.4,0.1,0.2,0.6,0.4,0.1,0.4,0.2,0.222223,0.111112,0,0,0,0,0.111112,0.111112,0.111112,0,0.222223,0.111112,0.111112,0,0.111112,0,0,0,0,0,0,0,0.111112,0,0.111112,0,0,0.222223,0,0,0,0.111112,0.111112,0,0.222223,0.111112,0,0,0,0,0,0,0,0.222223,0.333334,0.111112,0.111112,0.111112,0,0.111112,0.222223,0.111112,0,0,0.111112,0,0.222223,0.111112,0,0.111112,0,0,0.222223,0,0.028903,-0.144514,0.086708,0.086708,-0.028903,-0.086708,-0.086708,-0.086708,-0.028903,-0.086708,-0.028903,0.20232,0.086708,0.028903,0.086708,-0.028903,0.164576,0.137027,0.184091,0.169381,0.202624,0.142301,1
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.454546,0.09091,0.181819,0.272728,0.4,0,0.2,0.4,0.1,0.2,0.2,0.4,0.4,0.4,0.2,0.1,0.2,0.3,0.5,0,0.111112,0,0.111112,0.111112,0,0,0,0,0.111112,0.111112,0,0,0,0.222223,0.222223,0,0,0,0,0.111112,0,0,0.111112,0.111112,0.111112,0,0.111112,0,0.222223,0,0.222223,0,0.333334,0,0.111112,0,0.111112,0.222223,0,0.111112,0,0.111112,0.111112,0,0,0.111112,0,0,0,0,0,0.222223,0,0,0.111112,0.222223,0.222223,0.222223,0,0.111112,0,0,0,0,0.092078,-0.092078,-0.030693,0.092078,-0.153463,-0.030693,0.030693,0.092078,0.092078,0.092078,-0.153463,-0.092078,-0.030693,-0.030693,0.153463,-0.030693,0.176522,0.184708,0.177059,0.123037,0.213192,0.125482,1
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.272728,0.454546,0.181819,0.09091,0.3,0.2,0.2,0.4,0.4,0.6,0.1,0.3,0.2,0.3,0,0,0.2,0.2,0.2,0.4,0.111112,0,0.111112,0.111112,0.222223,0,0,0,0,0.222223,0,0,0.222223,0.111112,0.111112,0,0.111112,0.111112,0.111112,0.111112,0.111112,0.444445,0.111112,0,0.111112,0,0,0,0,0.111112,0,0.222223,0.111112,0,0,0.111112,0,0,0,0.333334,0,0,0,0,0,0,0,0,0,0.111112,0,0.111112,0.111112,0.111112,0,0,0.111112,0.111112,0,0,0,0,0.111112,0.222223,0.031091,0.093273,-0.031091,-0.031091,-0.031091,0.217638,-0.031091,0.031091,0.093273,0.031091,0.093273,-0.155455,-0.031091,-0.093273,-0.031091,-0.155455,0.126565,0.136532,0.148473,0.176262,0.207945,0.204223,1
